area,ciudad,conglomerado,vivienda,hogar,estrato4,fexp4,sel,upm,id_hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p10,s101p111,s101p11111,s101p112,s101p11112,s101p113,s101p11113,s101p114,s101p11114,s101p115,s101p11115,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p127,s101p13,s101p141,s101p142,s101p143,s101p144,s101p151,s101p152,s101p153,s101p154,s101p155,s101p156,s101p157,s101p158,s101p159,s101p1510,s101p1511,s101p16,s101p161,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,S12P9,S12P13,S12P16,S12P16C,P1,NACIONAL,ciudad_num,P12,P14
1,180350,000202,07,1,1812,587.597534179688,1,180350000202,180350000202071,1,1,2,2,2,2,6,2,3,8,8,8,1,18,16,1,16,10,3,3,3,8,5,3,8,8,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,3,1,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,4,5,5,2,1,3,3,1,1,1,1,1,1,180350,2,2
1,180350,000202,09,1,1812,587.597534179688,1,180350000202,180350000202091,2,2,2,2,2,2,3,3,3,3,3,3,1,10,1,1,10,5,0,3,8,8,3,3,3,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,2,3,3,3,3,3,3,3,3,1,1,1,1,2,1,180350,2,2
1,180350,000202,11,1,1812,587.597534179688,1,180350000202,180350000202111,1,2,2,2,2,2,6,4,4,8,8,8,1,4,0,1,8,3,0,3,8,8,6,3,8,8,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2, ,2,4,5,3,3,99,1,3,4,1,1,1,1,1,1,180350,1,1
2,180350,901401,01,1,1823,444.916717529297,1,180350901401,180350901401011,2,2,1,2,2,2,3,3,7,3,3,3,1,6,0,1,6,6,0,3,8,8,3,8,3,8,2,1,1,2,2,2,2,2,1,1,2,1,1,1,3,3,1,2,2,1,1,2, ,1, ,2, ,2, ,2, ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,180350,2,2
2,180350,901401,03,1,1823,444.916717529297,1,180350901401,180350901401031,1,2,2,2,2,2,6,4,4,8,8,8,2, , ,1,4,0,0,8,8,3,3,8,4,8,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,1,5,5,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,2,1,1,3,2,1,3,4,5,1,3,1,2,1,1,180350,1,2
2,180350,901401,07,1,1823,444.916717529297,1,180350901401,180350901401071,1,2,2,2,2,2,6,4,4,8,8,8,2, , ,1,5,2,0,8,8,8,3,3,4,8,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,1,5,5,1,1,2, ,1, ,2, ,2, ,2, ,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2, ,5,5,4,5,4,3,3,4,5,1,1,1,2,1,1,180350,1,2
2,180350,901401,09,1,1823,444.916717529297,1,180350901401,180350901401091,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,6,6,0,8,8,8,3,8,8,8,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,180350,1,2
2,180350,901401,15,1,1823,444.916717529297,1,180350901401,180350901401151,2,2,1,1,2,2,3,3,1,1,3,3,1,2,0,1,5,5,0,3,8,8,3,8,3,8,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,180350,2,2
2,180450,900101,01,1,1822,437.224792480469,1,180450900101,180450900101011,1,2,2,2,2,2,6,3,3,3,3,3,2, , ,1,3,3,0,3,3,3,3,3,8,8,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,5,5,5,1,2,3,2,1,1,180450,2,2
2,180450,900101,05,1,1822,437.224792480469,1,180450900101,180450900101051,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,4,4,0,3,3,8,6,3,3,8,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,3,1,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,5,5,5,1,2,3,1,2,1,180450,2,1
2,180450,900101,11,1,1822,437.224792480469,1,180450900101,180450900101111,2,2,2,2,2,2,3,3,3,3,3,3,2, , ,1,4,0,0,8,8,3,3,3,8,8,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,5,5,5,1,2,3,1,2,1,180450,2,2
2,180450,900101,15,1,1822,437.224792480469,1,180450900101,180450900101151,1,2,2,2,2,2,6,3,3,3,3,3,2, , ,1,3,2,0,8,8,8,8,3,3,8,1,1,1,2,1,2,2,2,1,1,2,2,1,2,2,3,3,2,2,2,2, , , , , , , , , , ,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,180450,1,2
2,180451,900302,01,1,1822,422.735870361328,1,180451900302,180451900302011,2,2,2,2,2,2,3,3,4,3,3,3,2, , ,1,4,4,0,8,3,3,5,3,3,8,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,2, , , , , , , , , , ,1,2,2,2,1,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,2,5,5,1,2,1,1,2,1,180451,1,2
2,180451,900302,03,1,1822,422.735870361328,1,180451900302,180451900302031,2,2,2,2,2,2,4,4,4,3,3,8,2, , ,1,3,0,0,8,4,8,8,3,4,8,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,5,1,2,1,2,2,1,180451,2,2
2,180451,900302,05,1,1822,422.735870361328,1,180451900302,180451900302051,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,4,4,0,3,3,3,3,3,3,8,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,1,5,5,1,2,1,1,2,1,180451,2,2
2,180451,900302,09,1,1822,422.735870361328,1,180451900302,180451900302091,2,2,1,2,2,2,3,4,1,3,3,8,1,5,0,1,8,0,0,3,3,3,3,3,3,8,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,1,5,5,1,2,1,1,1,1,180451,1,2
2,180550,900502,13,1,1822,390.731506347656,1,180550900502,180550900502131,1,2,2,2,1,1,6,3,3,3,1,1,1,4,0,1,5,2,0,2,3,2,6,2,3,8,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,3,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,2, ,4,1,5,1,1,1,4,4,4,1,2,3,1,1,1,180550,1,1
1,180650,000703,01,1,1812,402.924041748047,1,180650000703,180650000703011,2,2,2,2,2,2,3,3,4,3,8,8,1,4,0,1,6,6,0,8,3,3,3,3,3,2,2,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,1,2,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,99,99,99,99,99,99,99,99,99,1,1,1,2,2,1,180650,2,2
1,180650,000703,03,1,1812,402.924041748047,1,180650000703,180650000703031,1,2,2,2,2,2,6,3,3,3,3,8,1,2,0,1,3,0,0,8,3,2,3,8,3,8,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2, ,5,5,5,5,5,1,1,5,1,1,1,1,2,1,1,180650,2,2
1,180650,000703,05,1,1812,402.924041748047,1,180650000703,180650000703051,2,2,2,2,2,2,3,3,3,3,3,3,1,6,0,1,5,2,0,2,3,3,3,1,3,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2, , , , , , , , , , ,2,2,1,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,5,3,5,5,5,1,1,5,1,1,1,1,1,2,1,180650,1,2
1,180650,000703,11,1,1812,402.924041748047,1,180650000703,180650000703111,2,2,2,2,2,2,3,3,3,8,8,8,2, , ,1,3,3,0,8,8,8,6,8,8,8,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,3,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,2, ,4,4,3,3,3,3,3,4,4,1,1,1,1,2,1,180650,1,1
2,180650,902201,03,1,1822,680.127502441406,1,180650902201,180650902201031,2,2,2,2,2,2,4,4,4,4,4,4,2, , ,1,5,4,1,4,4,4,4,4,4,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2, ,1,2,2,2,1,2,1,1,1,1,2,3,2,2,1,180650,2,2
2,180650,902201,05,1,1822,680.127502441406,1,180650902201,180650902201051,2,2,2,2,2,2,3,4,4,3,3,8,2, , ,1,4,3,1,8,3,8,3,8,3,8,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,4,4,4,4,5,1,2,4,5,1,1,1,2,2,1,180650,2,2
2,180650,902201,07,1,1822,680.127502441406,1,180650902201,180650902201071,2,2,2,2,2,2,4,4,4,8,8,8,1,2,0,1,5,4,1,4,4,8,4,4,8,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,3,4,4,3,4,3,3,3,4,3,1,1,1,2,2,1,180650,2,2
2,180650,902201,09,1,1822,680.127502441406,1,180650902201,180650902201091,2,2,2,2,2,2,3,4,4,3,8,8,1,2,2,1,8,4,4,8,4,8,6,8,8,8,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,3,4,5,4,4,3,4,1,1,1,1,2,1,180650,2,2
2,180650,902201,15,1,1822,680.127502441406,1,180650902201,180650902201151,1,2,2,2,2,2,6,4,4,5,8,8,1,4,0,1,5,4,0,3,8,8,6,8,3,8,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,5,5,4,4,5,4,4,1,1,1,1,1,1,180650,1,2
2,180650,902403,01,1,1822,540.010986328125,1,180650902403,180650902403011,2,2,1,2,2,2,3,3,2,3,3,8,1,6,0,1,4,1,0,3,3,3,3,3,3,8,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,4,5,3,4,4,1,4,2,1,1,2,2,1,1,180650,2,2
2,180650,902403,03,1,1822,540.010986328125,1,180650902403,180650902403031,2,2,2,2,2,2,3,3,3,8,8,8,2, , ,1,3,2,0,8,8,8,8,3,3,8,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,3,3,3,3,3,3,3,3,3,2,1,1,2,2,1,180650,2,2
2,180650,902403,05,1,1822,540.010986328125,1,180650902403,180650902403051,1,2,2,2,2,2,6,3,3,3,3,3,1,4,0,1,6,6,0,3,3,3,6,3,3,8,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,3,1,2,1,1,2, , , , , , , , , , ,2,2,2,1,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,180650,1,2
2,180650,902403,09,1,1822,540.010986328125,1,180650902403,180650902403091,2,2,2,2,2,2,3,3,3,3,8,8,1,4,0,1,4,4,0,3,3,8,8,3,3,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,4,4,3,4,3,3,2,1,2,1,1,1,2,2,1,180650,2,2
2,180650,903603,09,1,1821,376.04931640625,1,180650903603,180650903603091,1,2,1,2,2,2,6,4,2,3,3,3,1,4,0,1,5,2,0,3,8,8,8,3,3,8,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,3,5,1,1,3,4,1,3,1,1,1,1,180650,2,2
2,180650,903603,11,1,1821,376.04931640625,1,180650903603,180650903603111,1,2,2,2,2,2,2,3,3,3,3,3,2, , ,1,2,0,0,3,3,3,3,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,1,5,5,1,2,1,1,1,1,180650,1,2
2,180651,900602,09,1,1822,300.562713623047,1,180651900602,180651900602091,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,6,6,0,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,5,5,5,1,1,3,2,2,1,180651,2,2
2,180750,901601,05,1,1822,450.009155273438,1,180750901601,180750901601051,1,2,2,2,2,2,6,4,4,8,8,8,2, , ,1,7,4,0,3,3,5,3,3,8,8,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,5,5,4,1,3,5,5,1,1,1,1,1,1,180750,1,2
2,180750,901601,07,1,1822,450.009155273438,1,180750901601,180750901601071,2,2,2,2,2,2,3,3,3,3,8,8,1,2,0,1,5,5,0,3,3,3,3,3,8,8,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,5,5,5,1,1,4,4,1,1,1,1,2,1,180750,1,2
2,180750,901601,09,1,1822,450.009155273438,1,180750901601,180750901601091,1,2,2,2,2,2,6,3,3,8,8,8,1,4,0,1,5,5,0,3,3,3,3,3,8,8,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,3,1,2,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,1,4,4,1,1,1,1,1,1,180750,1,2
2,180750,901601,11,1,1822,450.009155273438,1,180750901601,180750901601111,2,2,2,2,2,2,3,3,3,3,8,8,1,4,0,1,5,5,0,3,3,3,3,3,8,8,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,5,4,5,1,1,5,5,1,1,1,1,2,1,180750,1,2
2,180750,902901,03,1,1822,390.731506347656,1,180750902901,180750902901031,1,1,1,2,2,2,6,2,2,3,3,3,2, , ,1,4,4,0,8,3,8,5,8,8,8,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,5,4,4,1,99,2,4,1,1,1,1,1,1,180750,2,2
2,180750,902901,07,1,1822,390.731506347656,1,180750902901,180750902901071,1,1,1,2,2,2,6,2,2,3,3,3,1,2,0,1,6,6,0,3,3,3,5,3,3,8,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,5,5,5,1,99,2,2,1,1,1,1,1,1,180750,2,2
2,180750,902901,11,1,1822,390.731506347656,1,180750902901,180750902901111,1,2,2,2,2,2,6,3,3,3,3,8,1,1,0,1,4,4,0,8,3,8,5,3,3,8,2,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,99,99,99,99,99,1,99,2,5,1,1,1,4,1,1,180750,2,2
2,180750,903002,03,1,1821,310.240692138672,1,180750903002,180750903002031,1,2,2,2,2,2,6,3,8,3,8,8,1,2,0,1,8,0,0,3,3,8,6,8,3,8,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,3,6,2,2,2,1,2, ,2, ,1,35,2, ,2, ,2,2,2,2,1,2,2,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2, ,5,2,5,1,5,5,5,5,5,1,3,1,1,1,1,180750,1,2
2,180750,903002,07,1,1821,310.240692138672,1,180750903002,180750903002071,1,1,1,2,1,2,6,4,7,8,2,8,1,2,0,1,3,3,0,3,3,8,6,3,4,8,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,6,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,1,1,1,4,5,5,1,1,3,1,1,1,1,180750,1,2
2,180750,903002,09,1,1821,310.240692138672,1,180750903002,180750903002091,1,1,1,2,1,1,6,2,4,8,2,3,1,2,0,1,6,0,0,3,3,7,6,7,3,8,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,3,1,1,1,1,2, , , , , , , , , , ,1,2,2,2,2,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2, ,5,1,1,1,1,1,5,5,4,1,3,1,1,1,1,180750,1,1
2,180750,903002,13,1,1821,310.240692138672,1,180750903002,180750903002131,1,2,2,2,2,2,6,3,3,3,3,8,1,4,0,1,3,3,0,3,3,8,6,3,3,8,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,6,1,1,1,2, , , , , , , , , , ,2,1,2,2,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,5,1,3,1,1,1,1,180750,1,2
2,180750,903002,15,1,1821,310.240692138672,1,180750903002,180750903002151,1,1,2,2,2,2,6,2,3,8,3,8,2, , ,1,3,0,0,8,3,8,6,8,3,8,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,99,99,99,99,99,99,5,5,1,1,1,1,1,1,1,180750,1,2
2,180750,904601,05,1,1822,728.7080078125,1,180750904601,180750904601051,1,1,1,2,2,2,6,1,1,3,8,8,1,15,0,1,15,15,15,3,3,3,3,3,3,8,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,4,4,4,1,1,4,4,1,1,1,1,1,1,180750,1,2
2,180750,904601,09,1,1822,728.7080078125,1,180750904601,180750904601091,1,2,2,2,2,2,6,3,3,3,8,8,1,4,0,1,6,2,2,3,3,3,3,3,8,8,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,3,1,1,1,1,1,2, ,1, ,2, ,2, ,2, ,2,2,2,2,2,1,1,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,5,5,1,1,5,5,1,1,1,1,1,1,180750,1,2
2,180750,904601,11,1,1822,728.7080078125,1,180750904601,180750904601111,1,2,2,2,2,2,6,4,4,8,8,8,2, , ,1,3,3,3,8,8,3,3,3,3,8,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,5,4,5,1,1,5,5,1,1,1,2,1,1,180750,1,2
2,180750,904601,15,1,1822,728.7080078125,1,180750904601,180750904601151,1,2,2,2,2,2,6,3,3,3,3,8,1,2,0,1,5,5,5,3,3,3,3,3,3,8,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,4,4,4,1,1,5,5,1,1,1,2,1,1,180750,1,2
2,180752,900302,13,1,1822,340.637725830078,1,180752900302,180752900302131,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,2,2,0,3,3,8,5,3,3,8,2,2,1,1,1,2,2,2,1,1,2,1,1,1,2,3,2,1,1,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,5,5,5,1,2,5,1,1,1,6,2,2,1,180752,1,1
2,180754,900101,01,1,1821,506.515411376953,1,180754900101,180754900101011,1,2,2,2,2,2,6,3,3,3,8,8,1,1,0,1,3,2,2,3,3,3,3,3,8,8,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,4,4,5,1,3,1,1,1,1,180754,1,2
2,180754,900101,03,1,1821,506.515411376953,1,180754900101,180754900101031,1,2,2,2,2,2,6,3,3,3,8,8,1,6,6,1,3,3,0,3,3,3,3,3,3,8,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,4,5,4,1,1,4,4,1,3,1,2,1,1,180754,1,2
2,180754,900101,07,1,1821,506.515411376953,1,180754900101,180754900101071,1,2,2,2,2,2,6,4,4,3,8,8,1,2,0,1,2,2,2,3,3,3,3,3,8,8,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,5,5,4,1,1,5,5,1,3,2,2,1,1,180754,2,2
2,180754,900101,11,1,1821,506.515411376953,1,180754900101,180754900101111,1,2,2,2,2,2,6,3,3,3,3,8,1,4,0,1,8,8,0,3,3,3,3,3,8,8,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,5,5,5,1,1,5,5,1,1,1,2,1,1,180754,1,2
2,180754,900101,13,1,1821,506.515411376953,1,180754900101,180754900101131,1,2,2,2,2,2,6,3,3,3,8,8,2, , ,1,1,1,0,8,8,8,3,3,3,8,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,4,4,4,1,5,5,1,3,1,2,1,1,180754,2,2
2,180756,900401,01,1,1823,522.6005859375,1,180756900401,180756900401011,1,1,1,2,2,2,6,2,2,3,3,3,1,2,0,1,10,5,5,7,3,8,5,3,8,8,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,3,1,2,2,1,1,2, ,1, ,2, ,2, ,2, ,1,1,2,2,1,1,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,5,5,5,1,1,5,4,1,1,1,1,1,1,180756,1,1
2,180756,900401,05,1,1823,522.6005859375,1,180756900401,180756900401051,2,2,2,2,2,2,3,3,3,3,3,3,1,2,0,1,5,4,0,3,3,8,5,3,3,8,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,4,4,1,99,5,5,1,1,1,1,2,1,180756,2,2
2,180756,900401,07,1,1823,522.6005859375,1,180756900401,180756900401071,2,2,2,2,2,2,3,3,3,3,3,3,1,4,0,1,5,5,0,3,3,3,3,3,8,8,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,3,2,2,2,2,1,2, ,1, ,2, ,2, ,2, ,1,1,1,1,1,1,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,5,5,5,1,5,5,5,1,1,1,1,2,1,180756,1,2
