area,ciudad,conglomerado,vivienda,hogar,estrato4,fexp4,sel,upm,id_hogar,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5c,s101p5d,s101p5e,s101p5f,s101p5g,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p10,s101p111,s101p11111,s101p112,s101p11112,s101p113,s101p11113,s101p114,s101p11114,s101p115,s101p11115,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p127,s101p13,s101p141,s101p142,s101p143,s101p144,s101p151,s101p152,s101p153,s101p154,s101p155,s101p156,s101p157,s101p158,s101p159,s101p1510,s101p1511,s101p16,s101p161,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183,S12P9,S12P13,S12P16,S12P16C,P1,NACIONAL,ciudad_num,P12,P14
2,020153,900101,07,1,0221,257.703582763672,1,020153900101,020153900101071,2,2,2,2,2,2,3,4,4,4,4,4,2, , ,1,2,2,0,8,8,3,3,8,8,8,2,3,3,3,3,3,3,3,2,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2, ,5,5,99,5,5,5,5,5,5,1,5,6,4,2,1,20153,2,2
2,020153,900101,09,1,0221,257.703582763672,1,020153900101,020153900101091,1,2,2,2,2,2,6,4,4,8,8,4,1,2,0,2, , , ,7,4,8,6,8,4,8,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,4,4,2,4,5,4,4,5,6,4,1,1,20153,2,2
2,020153,900101,15,1,0221,257.703582763672,1,020153900101,020153900101151,1,2,2,2,2,2,6,3,3,3,3,3,2, , ,1,2,0,0,8,4,8,6,4,4,8,2,1,1,1,1,1,3,3,2,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,2,2,5,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2, ,5,5,5,5,5,5,5,5,5,1,5,3,3,1,1,20153,1,2
2,020153,900502,01,1,0221,339.152587890625,1,020153900502,020153900502011,1,1,2,2,2,2,6,4,4,4,4,4,2, , ,1,4,4,0,8,8,8,5,8,8,8,1,1,1,1,1,2,3,3,3,1,3,2,2,1,3,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,2,5,5,5,1,5,5,5,2,2,3,3,1,1,20153,2,2
2,020153,900502,03,1,0221,339.152587890625,1,020153900502,020153900502031,1,2,2,1,2,2,6,4,4,7,8,3,2, , ,1,3,3,0,8,3,8,3,3,8,8,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,3,3,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,4,4,5,4,4,3,3,3,1,3,3,2,1,1,20153,2,2
2,020153,900502,05,1,0221,339.152587890625,1,020153900502,020153900502051,1,2,2,1,2,2,6,4,4,7,8,7,2, , ,1,4,4,0,8,3,8,3,3,8,8,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,3,6,2,2,3,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2, ,5,5,4,5,5,3,2,2,2,1,2,3,1,1,1,20153,2,2
2,020153,900502,09,1,0221,339.152587890625,1,020153900502,020153900502091,1,2,2,2,2,2,6,4,4,8,8,4,2, , ,1,2,2,0,8,8,8,6,2,8,8,1,3,3,3,3,3,3,3,2,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,4,1,3,5,4,1,3,6,4,1,1,20153,2,2
2,020153,900601,01,1,0221,339.152587890625,1,020153900601,020153900601011,1,2,2,2,2,2,6,4,4,3,3,3,1,2,2,1,4,4,0,8,8,8,6,8,8,8,2,3,3,3,3,3,3,3,2,1,2,1,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2, ,1,5,1,5,1,5,5,5,5,1,5,2,4,1,1,20153,1,1
2,020153,900601,03,1,0221,339.152587890625,1,020153900601,020153900601031,1,2,2,2,2,2,6,4,4,3,8,3,2, , ,1,1,1,1,8,3,8,3,3,3,8,2,3,3,3,3,3,3,3,3,1,3,3,2,2,3,3,3,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2, ,5,4,4,5,5,5,5,5,5,2,3,5,4,1,1,20153,1,2
2,020153,900601,05,1,0221,339.152587890625,1,020153900601,020153900601051,1,2,2,2,2,2,6,3,3,3,8,8,2, , ,1,2,2,0,8,3,8,3,3,3,8,2,2,2,2,2,2,2,2,3,1,3,3,1,2,3,3,3,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,99,99,99,99,99,99,5,5,5,2,3,3,2,1,1,20153,2,2
2,020153,900601,09,1,0221,339.152587890625,1,020153900601,020153900601091,1,2,2,2,2,2,6,4,4,8,8,4,2, , ,1,3,3,0,8,4,4,8,8,4,8,1,1,1,1,1,2,3,3,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,4,5,2,3,4,5,1,5,3,2,1,1,20153,2,1
2,020153,900902,01,1,0221,179.584381103516,1,020153900902,020153900902011,1,2,2,2,2,2,6,4,4,4,4,4,2, , ,2, , , ,8,8,8,8,8,8,8,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2, , , , , , , , , , ,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2, ,1,5,5,5,5,1,5,5,5,3,5,6,4,1,1,20153,1,2
2,020153,900902,03,1,0221,179.584381103516,1,020153900902,020153900902031,2,2,2,2,2,2,5,4,4,4,4,4,2, , ,1,2,2,0,8,4,4,6,4,4,4,1,2,1,2,2,2,3,3,3,1,1,3,1,1,3,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,4,5,5,2,2,6,3,2,1,20153,2,2
2,020153,900902,05,1,0221,179.584381103516,1,020153900902,020153900902051,2,2,2,2,2,2,8,8,8,8,8,8,2, , ,1,1,1,0,8,8,8,8,8,8,8,2,3,3,3,3,3,3,3,3,1,3,3,2,2,3,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,99,99,99,99,99,99,5,5,5,2,5,6,4,2,1,20153,2,2
2,020153,900902,09,1,0221,179.584381103516,1,020153900902,020153900902091,1,2,2,2,2,2,6,3,3,8,8,3,2, , ,1,3,3,0,8,3,8,6,3,3,8,1,3,3,3,3,3,3,3,3,1,3,3,1,2,3,1,1,1,1,1,2, , , , , , , , , , ,2,1,2,2,2,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,4,4,5,2,5,4,4,2,2,3,4,1,1,20153,1,1
2,020153,900902,11,1,0221,179.584381103516,1,020153900902,020153900902111,1,2,1,2,2,2,6,3,2,3,8,3,2, , ,1,3,3,0,8,3,8,3,3,3,8,2,1,1,1,2,2,2,2,3,1,2,3,1,2,3,3,3,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,5,4,4,5,4,4,4,2,3,6,2,1,1,20153,2,2
2,020153,900902,13,1,0221,179.584381103516,1,020153900902,020153900902131,1,2,2,2,2,2,6,3,3,8,8,3,2, , ,1,1,1,0,8,3,8,3,3,8,8,2,1,1,1,1,2,3,3,3,1,3,3,1,1,3,3,3,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,4,5,4,5,4,5,4,5,4,2,5,6,3,1,1,20153,2,2
2,020155,901001,01,1,0222,104.556991577148,1,020155901001,020155901001011,1,2,2,2,2,2,6,3,3,3,3,3,2, , ,1,2,0,0,3,3,3,6,3,3,8,2,3,3,3,3,3,3,3,2,1,2,2,1,2,2,3,3,1,1,1,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,3,5,5,5,5,2,1,5,5,1,5,6,4,1,1,20155,1,2
2,020155,901001,03,1,0222,104.556991577148,1,020155901001,020155901001031,1,2,2,2,2,2,6,4,4,3,8,8,2, , ,1,3,0,0,3,3,8,3,8,3,8,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,3,1,2,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,3,5,2,4,4,4,2,4,4,3,1,2,1,1,1,1,20155,2,2
2,020155,901001,09,1,0222,104.556991577148,1,020155901001,020155901001091,1,1,1,1,2,1,6,4,4,7,8,3,2, , ,1,2,2,0,8,3,7,6,3,3,8,1,1,1,1,1,1,3,3,2,1,2,2,1,2,2,1,2,2,2,2,2, , , , , , , , , , ,2,1,2,2,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,1,5,5,4,1,4,3,3,1,1,20155,1,2
2,020155,901001,11,1,0222,104.556991577148,1,020155901001,020155901001111,1,1,1,1,1,1,6,4,4,3,3,4,1,2,0,1,3,1,0,5,4,7,6,3,3,8,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,1,2,1,2,1,1,20155,2,2
2,020155,901001,13,1,0222,104.556991577148,1,020155901001,020155901001131,1,1,1,1,1,1,6,4,4,5,5,5,1,2,0,2, , , ,3,3,8,6,8,8,8,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2, ,99,99,99,99,99,99,99,99,99,3,4,3,3,1,1,20155,2,2
2,020155,901202,01,1,0221,100.256256103516,1,020155901202,020155901202011,1,1,1,1,1,1,6,1,1,1,1,1,1,7,2,1,8,8,7,1,1,8,3,3,1,8,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,2, ,1, ,2, ,2, ,2, ,2,1,2,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,5,4,5,1,2,1,5,1,2,1,1,1,1,20155,1,1
2,020155,901202,05,1,0221,100.256256103516,1,020155901202,020155901202051,1,2,2,2,2,2,6,4,4,4,4,8,2, , ,1,4,1,0,8,8,8,5,4,8,8,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,3,6,5,5,3,2, , , , , , , , , , ,2,2,2,1,1,2,2,3,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,3,5,3,3,5,5,2,1,1,1,1,2,1,2,1,1,20155,1,2
2,020155,901202,07,1,0221,100.256256103516,1,020155901202,020155901202071,1,2,2,2,2,2,6,4,4,5,5,8,2, , ,1,3,0,0,8,8,8,5,5,8,8,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,5,5,3,2, , , , , , , , , , ,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2, ,5,2,3,4,4,1,2,2,2,1,2,1,2,1,1,20155,1,2
2,020155,901202,09,1,0221,100.256256103516,1,020155901202,020155901202091,1,2,2,2,2,2,6,5,5,8,8,8,1,2,0,1,5,5,0,5,5,8,8,5,5,8,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,1,3,3,1,1,3,3,2,1,1,20155,2,2
2,020156,900301,01,1,0222,114.462387084961,1,020156900301,020156900301011,2,2,2,2,2,2,5,8,8,8,8,8,2, , ,1,2,0,0,8,4,8,8,8,8,8,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,99,99,99,99,99,99,99,3,3,1,2,1,2,2,1,20156,2,2
2,020156,900301,03,1,0222,114.462387084961,1,020156900301,020156900301031,2,2,2,2,2,2,5,4,4,5,8,8,2, , ,2, , , ,8,4,8,5,8,4,8,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,1,2,2,2,2,3,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,2, ,5,5,5,1,3,1,3,5,5,3,5,7,4,2,1,20156,1,2
2,020156,900301,07,1,0222,114.462387084961,1,020156900301,020156900301071,1,2,2,2,2,2,6,4,4,5,8,8,2, , ,1,2,2,0,8,8,8,5,8,4,8,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2, ,5,5,5,5,5,5,4,4,4,1,2,1,2,1,1,20156,2,1
2,020156,900301,09,1,0222,114.462387084961,1,020156900301,020156900301091,1,2,2,2,2,2,6,3,3,3,3,3,1,3,0,1,2,2,0,3,3,8,6,8,8,8,1,1,1,1,2,2,2,2,1,1,3,1,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,5,5,5,5,5,4,5,2,2,3,1,1,1,20156,1,2
2,020158,900301,03,1,0222,234.794647216797,1,020158900301,020158900301031,1,2,2,2,2,2,6,3,3,3,3,3,1,2,0,1,4,0,0,3,3,8,3,3,3,8,2,1,1,1,2,2,2,2,1,1,2,2,1,2,3,3,1,1,1,1,2, , , , , , , , , , ,2,2,1,2,1,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,1,2,1,1,1,3,5,1,1,1,2,1,1,1,1,20158,1,2
2,020158,900301,09,1,0222,234.794647216797,1,020158900301,020158900301091,1,2,2,2,2,2,6,3,3,3,3,3,1,4,0,1,3,3,0,3,3,8,3,3,8,8,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,4,4,5,4,4,5,4,4,1,1,1,1,1,1,20158,2,2
2,020158,900301,15,1,0222,234.794647216797,1,020158900301,020158900301151,2,2,2,2,2,2,3,3,3,3,3,3,1,3,0,1,5,5,0,3,3,8,3,8,3,3,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,1,5,4,4,5,5,5,5,5,1,1,1,1,2,1,20158,2,2
2,020159,000105,01,1,0223,200.324234008789,1,020159000105,020159000105011,1,1,1,1,1,2,6,1,1,1,1,8,1,2,0,1,1,1,0,1,1,2,6,1,1,8,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2, , , , , , , , , , ,2,1,1,1,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,3,5,4,5,4,4,3,4,4,5,1,2,1,2,1,1,20159,1,2
2,020159,000105,03,1,0223,200.324234008789,1,020159000105,020159000105031,1,1,1,2,2,2,6,2,2,8,8,3,1,2,0,1,3,3,0,3,3,8,3,8,1,8,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,5,4,4,4,4,4,99,4,4,1,1,1,1,1,1,20159,1,1
2,020159,000105,05,1,0223,200.324234008789,1,020159000105,020159000105051,1,2,2,2,2,2,6,3,3,3,3,3,2, , ,1,2,2,0,8,3,3,6,3,3,8,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2, , , , , , , , , , ,2,2,2,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,3,5,5,5,5,4,3,3,3,4,1,2,1,2,1,1,20159,1,1
2,020159,000105,11,1,0223,200.324234008789,1,020159000105,020159000105111,1,1,1,1,1,1,6,3,3,3,3,3,1,2,0,1,6,6,0,3,3,3,3,8,3,8,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,3,1,2,2,1,2, , , , , , , , , , ,2,1,1,1,1,2,1,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,2,2,2,2,1,1,3,1,1,1,20159,1,1
2,020159,000105,13,1,0223,200.324234008789,1,020159000105,020159000105131,1,2,2,2,2,1,6,3,3,3,3,1,1,2,0,1,2,0,0,3,3,3,3,3,8,8,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,1,1,1,1,1,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,20159,1,1
2,020159,901303,01,1,0221,164.993148803711,1,020159901303,020159901303011,1,2,2,2,2,2,6,3,3,5,5,8,2, , ,1,2,0,0,8,8,8,5,5,5,8,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,6,5,5,3,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,3,4,3,3,5,4,2,2,2,1,1,3,1,2,1,1,20159,2,2
2,020159,901303,07,1,0221,164.993148803711,1,020159901303,020159901303071,1,2,2,2,2,2,6,3,3,8,8,8,2, , ,1,2,2,0,8,8,8,3,3,3,8,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,99,5,5,5,1,2,1,2,1,1,20159,2,2
2,020159,901303,09,1,0221,164.993148803711,1,020159901303,020159901303091,1,2,2,2,2,2,6,3,3,3,3,3,2, , ,1,3,3,0,3,3,3,6,3,3,3,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2, ,4,2,4,4,5,5,3,3,3,1,2,1,2,1,1,20159,1,2
2,020159,901303,13,1,0221,164.993148803711,1,020159901303,020159901303131,1,2,2,2,2,2,6,3,3,3,3,3,1,4,0,1,4,4,0,3,3,3,6,3,3,3,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,3,3,3,3,3,3,3,3,3,1,2,1,2,1,1,20159,1,2
2,020159,901303,15,1,0221,164.993148803711,1,020159901303,020159901303151,1,2,2,2,2,2,6,3,3,7,8,8,2, , ,1,3,0,0,8,8,8,5,8,7,8,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,6,5,5,3,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2, ,4,3,3,5,4,1,2,1,2,1,2,1,2,1,1,20159,2,1
2,020159,901502,01,1,0221,123.74486541748,1,020159901502,020159901502011,1,1,1,2,2,2,6,4,4,3,3,8,2, , ,1,2,2,0,8,3,3,6,3,3,8,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,1,1,2,2,2,2,2,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,4,4,5,4,5,3,2,1,3,1,2,1,2,1,1,20159,1,1
2,020159,901502,03,1,0221,123.74486541748,1,020159901502,020159901502031,1,1,1,2,2,2,6,4,3,8,8,8,2, , ,1,1,1,0,8,8,8,3,3,3,8,2,2,2,2,2,2,3,3,2,1,2,2,1,2,2,3,3,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2, ,4,99,99,4,4,4,4,4,5,1,4,1,2,1,1,20159,1,2
2,020159,901502,05,1,0221,123.74486541748,1,020159901502,020159901502051,1,2,2,2,2,2,6,4,3,3,3,8,1,2,0,2, , , ,3,3,7,3,8,3,8,2,1,1,2,1,1,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2, , , , , , , , , , ,2,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2, ,3,5,2,5,99,99,3,2,5,3,5,1,2,1,1,20159,1,2
2,020159,901502,07,1,0221,123.74486541748,1,020159901502,020159901502071,1,1,1,1,1,1,6,4,4,2,2,4,1,2,0,1,3,3,0,7,4,8,6,7,3,8,1,1,1,1,1,2,3,3,2,1,2,2,1,2,2,3,6,2,2,2,2, , , , , , , , , , ,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,3,3,3,3,3,3,3,1,5,1,2,1,1,20159,1,1
2,020159,901502,09,1,0221,123.74486541748,1,020159901502,020159901502091,1,2,2,2,2,2,6,3,3,3,8,8,1,4,0,1,4,3,0,3,3,3,6,3,3,8,2,1,1,2,1,1,3,3,2,1,2,2,1,2,2,3,3,2,1,1,2, , , , , , , , , , ,2,1,2,1,2,1,1,4,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2, ,5,5,1,4,4,5,4,3,5,1,4,1,2,1,1,20159,1,1
2,020159,901502,15,1,0221,123.74486541748,1,020159901502,020159901502151,2,2,2,2,2,2,3,3,3,8,8,8,2, , ,2, , , ,8,8,8,8,8,8,8,2,2,1,2,1,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2, , , , , , , , , , ,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,99,2,5,99,3,2,2,2,2,3,5,6,2,2,1,20159,1,2
2,020159,901903,01,1,0221,139.17790222168,1,020159901903,020159901903011,1,1,1,2,2,2,6,4,4,8,8,8,1,2,0,1,4,4,0,7,7,8,6,7,8,8,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,3,1,1,1,1,2, , , , , , , , , , ,2,1,1,1,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,2,4,5,5,2,3,3,3,1,2,3,2,1,1,20159,1,2
2,020159,901903,05,1,0221,139.17790222168,1,020159901903,020159901903051,1,2,2,2,2,2,6,3,3,3,3,3,2, , ,1,2,2,0,8,3,8,6,3,3,8,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2, ,4,4,5,4,4,1,3,2,4,1,2,3,2,1,1,20159,2,2
2,020159,901903,09,1,0221,139.17790222168,1,020159901903,020159901903091,1,2,2,2,2,2,6,3,3,3,3,8,1,2,0,2, , , ,3,3,8,6,8,3,8,2,2,1,1,1,2,2,2,3,3,3,3,3,3,3,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,1,3,4,5,5,4,4,1,2,2,2,3,2,3,2,1,1,20159,2,2
2,020159,901903,11,1,0221,139.17790222168,1,020159901903,020159901903111,1,2,2,2,2,2,6,4,4,8,8,8,1,2,0,2, , , ,4,4,8,6,8,8,8,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,2, ,4,5,5,4,4,3,2,2,4,3,4,5,4,1,1,20159,2,2
2,020159,902001,01,1,0221,186.992248535156,1,020159902001,020159902001011,1,2,2,2,2,2,6,8,8,8,8,8,2, , ,2, , , ,8,8,8,3,8,8,8,2,1,1,2,2,2,3,3,3,3,3,3,3,3,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,5,5,5,5,5,3,3,1,3,5,3,2,1,1,20159,2,2
2,020159,902001,05,1,0221,186.992248535156,1,020159902001,020159902001051,1,2,2,2,2,2,6,3,3,3,8,8,2, , ,1,3,3,0,8,3,3,3,3,3,8,2,2,1,1,1,2,3,3,1,1,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,1,3,3,5,1,5,3,2,1,1,20159,2,2
2,020159,902001,07,1,0221,186.992248535156,1,020159902001,020159902001071,1,2,2,2,2,2,6,3,3,3,3,3,1,10,0,1,4,0,0,7,3,3,6,3,8,8,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,3,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,1,1,4,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,3,4,4,3,3,4,3,3,3,4,1,3,3,2,1,1,20159,1,2
2,020159,902001,09,1,0221,186.992248535156,1,020159902001,020159902001091,1,2,2,2,2,2,6,3,3,3,8,8,1,1,0,1,2,2,0,3,3,3,3,8,8,8,2,1,1,1,2,2,3,3,1,1,2,2,2,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2, ,5,3,3,5,5,3,1,3,5,1,5,3,2,1,1,20159,2,2
2,020159,902001,11,1,0221,186.992248535156,1,020159902001,020159902001111,2,2,2,2,2,2,3,3,3,7,8,8,1,4,0,1,2,0,0,3,8,8,5,8,8,8,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,3,6,5,5,3,2, , , , , , , , , , ,2,2,2,2,2,2,2,3,2,2,1,2,1,1,2,2,1,1,2,1,1,1,1,2, ,5,3,3,5,4,1,1,2,1,1,2,3,2,2,1,20159,2,1
2,020159,902701,01,1,0221,162.956207275391,1,020159902701,020159902701011,1,1,1,2,2,2,6,4,4,3,3,8,1,2,0,1,2,0,0,3,3,3,6,8,4,8,2,1,2,1,1,2,3,3,1,1,2,2,1,2,2,1,1,1,1,1,2, , , , , , , , , , ,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,5,5,5,3,4,5,4,1,5,3,2,1,1,20159,2,1
